step,recall_in@1,recall_in@2,recall_in@3,recall_in@4,recall_in@5,recall_in@6,recall_in@7,recall_in@8,recall_in@9,recall_in@10,recall_in@11,recall_in@12,recall_in@13,recall_in@14,recall_in@15,recall_in@16,recall_in@17,recall_in@18,recall_in@19,recall_in@20,recall_out@1,recall_out@2,recall_out@3,recall_out@4,recall_out@5,recall_out@6,recall_out@7,recall_out@8,recall_out@9,recall_out@10,recall_out@11,recall_out@12,recall_out@13,recall_out@14,recall_out@15,recall_out@16,recall_out@17,recall_out@18,recall_out@19,recall_out@20
1.0,0.025247971145175834,0.044785091674180946,0.05500450856627592,0.06822963630898708,0.07784791103095882,0.08566275924256087,0.0931770363691013,0.09948902915539524,0.1055004508566276,0.11211301472798317,0.11812443642921551,0.12353471596032461,0.13074842200180342,0.1340547039374812,0.13856327021340548,0.1424706943192065,0.14517583408476104,0.151487826871055,0.15449353772167118,0.15689810640216412,0.0228434024646829,0.0405770964833183,0.05229936880072137,0.06492335437330929,0.07514277126540427,0.0826570483919447,0.0916741809437932,0.0985873159002104,0.1036970243462579,0.1109107303877367,0.11541929666366095,0.12233243162007815,0.1268409978960024,0.12984670874661858,0.13435527502254282,0.13675984370303576,0.14006612563871357,0.14697926059513075,0.15058611361587015,0.1529906822963631
