step,recall_in@1,recall_in@2,recall_in@3,recall_in@4,recall_in@5,recall_in@6,recall_in@7,recall_in@8,recall_in@9,recall_in@10,recall_in@11,recall_in@12,recall_in@13,recall_in@14,recall_in@15,recall_in@16,recall_in@17,recall_in@18,recall_in@19,recall_in@20,recall_out@1,recall_out@2,recall_out@3,recall_out@4,recall_out@5,recall_out@6,recall_out@7,recall_out@8,recall_out@9,recall_out@10,recall_out@11,recall_out@12,recall_out@13,recall_out@14,recall_out@15,recall_out@16,recall_out@17,recall_out@18,recall_out@19,recall_out@20
1,0.04394387,0.069423929,0.083087149,0.098227474,0.110413589,0.1211226,0.129985229,0.13774003,0.147710487,0.157311669,0.165805022,0.172082718,0.176883309,0.187223043,0.193870015,0.199409158,0.204579025,0.207902511,0.212703102,0.216395864,0.041728213,0.065731167,0.081240768,0.096011817,0.105982275,0.117060561,0.127031019,0.135155096,0.141802068,0.149187592,0.156573117,0.163958641,0.172451994,0.179837518,0.184268833,0.1894387,0.193870015,0.196454948,0.201994092,0.205317578
